1|4
2|4
2|5
3|2
3|7
4|2
5|4
5|6
6|4
6|7
7|4
7|2
8|4
8|5
9|4
10|4
10|2
11|4
11|2
11|5
12|3
13|4
13|2
14|4
14|2
15|4
15|2
16|4
17|4
17|5
18|4
18|3
18|51
18|7
18|83
19|4
19|2
20|4
20|2
21|4
21|2
22|4
22|2
22|5
23|4
23|51
23|83
24|4
25|4
25|59
26|4
26|2
26|5
26|59
27|4
27|5
28|15
28|1
28|51
29|4
29|2
30|4
31|4
31|2
32|4
33|4
34|5
35|4
35|2
36|4
36|5
37|4
38|4
38|3
39|4
39|5
40|4
40|2
41|4
41|2
41|7
42|4
42|51
42|83
43|4
43|3
43|83
44|4
44|2
45|4
45|2
46|4
46|5
47|4
47|2
47|14
48|4
49|4
49|2
49|11
49|51
50|4
50|51
51|4
52|4
52|5
53|2
54|5
54|14
54|51
55|4
55|2
56|4
56|5
56|59
56|51
57|4
57|2
57|59
58|4
58|2
59|4
59|3
59|51
60|4
60|2
60|3
61|4
62|4
62|2
63|4
63|3
63|14
63|40
63|51
64|4
64|3
65|4
65|3
66|4
66|2
66|5
67|4
67|2
67|5
68|4
68|2
68|5
69|4
69|5
70|4
70|11
70|6
71|10
72|4
72|5
73|4
73|3
73|5
74|4
75|4
75|3
75|51
76|4
76|14
76|51
77|10
78|51
78|83
79|4
79|59
80|4
80|3
81|4
82|4
82|2
83|4
84|4
84|2
84|3
85|4
85|2
86|4
86|3
87|4
87|2
88|2
89|4
89|5
90|4
90|2
91|4
91|3
92|4
92|2
92|5
93|4
93|2
94|4
94|2
95|4
95|3
96|4
96|2
97|4
97|2
98|4
98|2
99|4
99|6
100|4
100|5
