1|1
1|2
1|3
1|4
1|5
1|6
1|7
2|3
2|2
2|8
2|4
2|9
2|1
2|7
3|5
3|1
3|6
3|10
3|8
3|7
4|1
4|10
4|6
4|5
5|4
5|5
5|6
5|8
5|1
5|7
6|8
6|1
6|11
6|5
6|6
6|10
6|9
7|8
7|10
7|1
7|6
8|1
8|3
8|2
8|7
8|4
8|9
8|6
8|5
9|1
9|4
9|7
10|4
10|6
10|9
10|10
10|1
10|5
10|7
11|5
11|8
11|1
11|11
11|10
11|12
11|6
12|1
12|10
12|5
12|8
12|13
12|6
12|11
12|4
12|7
13|1
13|8
13|6
13|10
13|14
13|11
14|5
14|8
14|1
14|6
15|4
15|7
15|1
15|15
15|3
15|2
16|1
16|4
17|4
17|1
17|2
17|7
18|1
18|11
18|12
18|4
18|5
18|6
18|10
18|8
18|13
18|7
18|9
19|10
19|1
19|7
20|4
20|9
20|1
20|7
21|1
21|8
21|10
22|4
22|1
22|3
22|2
22|7
23|6
23|16
23|17
23|7
23|4
23|13
23|1
23|8
23|10
23|9
23|5
23|12
23|11
24|6
24|1
24|5
24|7
25|10
25|8
25|1
26|13
26|3
26|2
26|4
26|7
26|9
26|1
27|1
27|4
28|9
28|10
28|8
28|7
28|1
28|4
29|6
29|1
30|7
30|1
30|8
30|4
31|4
31|1
31|7
31|5
31|6
32|1
32|9
32|7
32|4
33|8
33|10
33|1
34|8
34|1
34|6
35|4
35|9
35|8
35|1
35|7
36|1
36|8
37|8
37|1
37|13
37|14
37|11
37|4
37|5
37|18
37|6
37|7
38|11
38|12
38|8
38|1
38|13
38|4
38|5
38|6
38|9
38|7
39|10
39|7
39|6
39|5
39|4
39|8
39|1
40|10
40|1
40|6
40|11
40|8
41|11
41|10
41|8
41|1
41|6
42|4
42|10
42|8
42|1
42|9
42|7
43|13
43|4
43|1
43|7
43|9
44|4
44|7
44|9
44|1
44|8
44|6
44|5
45|19
45|10
45|8
45|1
45|18
46|7
46|4
46|1
47|4
47|10
47|8
47|1
47|7
48|6
48|5
48|1
49|10
49|9
49|7
49|4
49|12
49|1
50|10
50|8
50|9
50|1
50|7
50|4
51|10
51|8
51|1
52|10
52|1
52|7
52|8
52|4
53|4
53|9
53|8
53|1
53|7
54|9
54|7
54|1
54|13
54|8
54|10
54|4
54|12
54|11
55|7
55|6
55|5
55|1
55|4
56|7
56|4
56|1
57|1
57|7
57|4
58|6
58|5
58|7
58|1
59|10
59|8
59|1
60|6
60|7
60|1
61|4
61|1
61|2
62|7
62|1
62|6
62|5
62|4
63|10
63|8
63|1
64|10
64|1
64|7
64|6
64|5
65|1
65|4
66|7
66|1
66|4
67|1
67|6
67|5
68|6
68|1
68|7
68|4
68|5
69|4
69|1
69|7
70|4
70|12
70|1
70|6
70|5
71|10
71|8
71|1
72|7
72|1
72|4
73|4
73|5
73|6
73|1
73|7
74|8
74|10
74|1
75|7
75|9
75|4
75|1
76|10
76|7
76|4
76|8
76|1
77|1
77|8
77|10
78|10
78|9
78|16
78|6
78|4
78|12
78|11
78|15
78|1
78|8
79|7
79|4
79|1
80|4
80|5
80|6
80|1
80|7
80|9
81|11
81|8
81|1
81|13
81|4
81|12
81|18
81|14
82|4
82|1
82|8
82|6
82|5
83|6
83|7
83|1
83|9
83|16
83|5
83|4
84|3
84|2
84|7
84|4
84|1
85|5
85|1
85|7
85|6
86|4
86|1
86|2
86|7
87|2
87|4
88|10
88|8
88|1
89|1
89|7
89|5
89|6
90|7
90|4
90|1
91|1
91|4
92|10
92|8
92|1
92|5
92|6
92|11
93|8
93|1
93|10
93|14
94|9
94|1
94|10
94|7
94|4
94|8
95|4
96|6
96|1
96|5
96|4
96|7
97|1
97|6
97|8
98|4
98|7
98|9
98|1
98|8
98|10
99|1
99|7
99|4
100|7
100|6
100|5
100|1
